week,window,replay_id,controller,fault,action,telemetry_valid,telemetry_reason,proposal_valid,proposal_reason,fallback,unsafe_commit,sla_violation,unauthorized_commit,underallocation_commit,bad_venue,recovery_s,switch,traffic_evidence,telemetry_evidence,telemetry_delay,hysteresis,min_hold,telemetry_check_us,proposal_check_us,verification_us,audit_prev_hash,audit_hash
X01,11,1,unguarded,corruption,remote,True,unchecked,True,unchecked,0,0,0,0,0,0,0,0,measured,modeled,0,0.08,2,0.083,0.125,0.20800000000000002,b215aeee24a986a86110e0979710b260e9ef52050f880c7c52fcd647c2197d04,e0376418e98d75f2e0c4821b65e4189a215d1a81e80728fffd20a4f36548c752
X01,12,1,unguarded,stale-calibration,remote,True,unchecked,True,unchecked,0,0,0,0,0,0,0,0,measured,modeled,0,0.08,2,0.083,0.084,0.167,e0376418e98d75f2e0c4821b65e4189a215d1a81e80728fffd20a4f36548c752,effa0f98469c9302adde12aa7a076a4b22a19fd1632012eb71e8cc2f0c9cf43a
X01,13,1,unguarded,stale-calibration,remote,True,unchecked,True,unchecked,0,0,0,0,0,0,0,0,measured,modeled,0,0.08,2,0.084,0.084,0.168,effa0f98469c9302adde12aa7a076a4b22a19fd1632012eb71e8cc2f0c9cf43a,0af2631ccf994c82b81ccec7502156020e290d1d952625b61cd2ac83fa2d7918
X01,14,1,unguarded,infeasible-proposal,remote,True,unchecked,True,unchecked,0,1,1,0,1,0,300,0,measured,modeled,0,0.08,2,0.083,0.125,0.20800000000000002,0af2631ccf994c82b81ccec7502156020e290d1d952625b61cd2ac83fa2d7918,acdd201dfe6ac940424e44d42a4ac655a3ffe013c4c16ee68765e53b5a6dc11f
X01,15,1,unguarded,signed-bias,remote,True,unchecked,True,unchecked,0,0,0,0,0,0,0,0,measured,modeled,0,0.08,2,0.0,0.125,0.125,acdd201dfe6ac940424e44d42a4ac655a3ffe013c4c16ee68765e53b5a6dc11f,00ed41f9222fb16e63a971d68ca81de4fc61d0a74c7d9a021452efea32e364e1
X01,16,1,unguarded,corruption,remote,True,unchecked,True,unchecked,0,0,0,0,0,0,0,0,measured,modeled,0,0.08,2,0.0,0.083,0.083,00ed41f9222fb16e63a971d68ca81de4fc61d0a74c7d9a021452efea32e364e1,3367258e3df399abea9ba65b110dc6ba61f0d1b6a93a0c3a2fcdf6bdfd287250
X01,17,1,unguarded,planner-bypass,remote,True,unchecked,True,unchecked,0,1,1,1,1,0,300,0,measured,modeled,0,0.08,2,0.042,0.083,0.125,3367258e3df399abea9ba65b110dc6ba61f0d1b6a93a0c3a2fcdf6bdfd287250,9f248b45d021d69c47598ed49b478471f8483affa8bc181c108f45f61009c126
X01,18,1,unguarded,planner-bypass,remote,True,unchecked,True,unchecked,0,1,1,1,0,0,300,0,measured,modeled,0,0.08,2,0.042,0.125,0.167,9f248b45d021d69c47598ed49b478471f8483affa8bc181c108f45f61009c126,a192278586275ced1a096663a33f40cafede28a2ebc88fcab9dea50762d385a8
X01,19,1,unguarded,stale-calibration,local,True,unchecked,True,unchecked,0,0,0,0,0,0,0,1,measured,modeled,0,0.08,2,0.041,0.083,0.124,a192278586275ced1a096663a33f40cafede28a2ebc88fcab9dea50762d385a8,5028052642cf05d9d9fe6808f81f7ceb22cff2148f7b5340aad5c694a2b60336
X01,20,1,unguarded,link-outage,local,True,unchecked,True,unchecked,0,0,0,0,0,0,0,0,measured,modeled,0,0.08,2,0.041,0.083,0.124,5028052642cf05d9d9fe6808f81f7ceb22cff2148f7b5340aad5c694a2b60336,a5b56ba416bec9ee78e56f361b6ec4ced3d004b57ab801170c6dab007091ed4d
X01,21,1,unguarded,signed-bias,remote,True,unchecked,True,unchecked,0,0,0,0,0,0,0,1,measured,modeled,0,0.08,2,0.084,0.125,0.20900000000000002,a5b56ba416bec9ee78e56f361b6ec4ced3d004b57ab801170c6dab007091ed4d,19de33b82c2540f3efd5bc1db1d8b19c920c26dc9fbec581d9b595a117350069
X01,22,1,unguarded,replay,local,True,unchecked,True,unchecked,0,0,0,0,0,0,0,1,measured,modeled,0,0.08,2,0.083,0.125,0.20800000000000002,19de33b82c2540f3efd5bc1db1d8b19c920c26dc9fbec581d9b595a117350069,ffd990920898c993781a912c75c852dac378de7175bd15bc48ea56a1a14605c2
X01,23,1,unguarded,stale-calibration,local,True,unchecked,True,unchecked,0,0,0,0,0,0,0,0,measured,modeled,0,0.08,2,0.084,0.083,0.167,ffd990920898c993781a912c75c852dac378de7175bd15bc48ea56a1a14605c2,934db3de499d65b691cfefda29896419b7197d797c17e03a1e37ff0e5dc9eea1
X01,24,1,unguarded,corruption,remote,True,unchecked,True,unchecked,0,0,0,0,0,0,0,1,measured,modeled,0,0.08,2,0.084,0.084,0.168,934db3de499d65b691cfefda29896419b7197d797c17e03a1e37ff0e5dc9eea1,d897dbeef5501ece4406f6fa7c3a9d48593eea02d1934ece053dfee146be2189
X01,25,1,unguarded,planner-bypass,remote,True,unchecked,True,unchecked,0,1,1,1,0,0,300,0,measured,modeled,0,0.08,2,0.083,0.083,0.166,d897dbeef5501ece4406f6fa7c3a9d48593eea02d1934ece053dfee146be2189,7ee0685308a7b44fc7f9d9061f85be59734be8ae52c9e1f4c7428f191cf614b9
X01,26,1,unguarded,planner-bypass,remote,True,unchecked,True,unchecked,0,1,1,1,0,0,300,0,measured,modeled,0,0.08,2,0.084,0.084,0.168,7ee0685308a7b44fc7f9d9061f85be59734be8ae52c9e1f4c7428f191cf614b9,407d8f650b5796eb159f0abe0947fe7c61351a6bd23b603372ad9b606274cfa5
X01,27,1,unguarded,signed-bias,remote,True,unchecked,True,unchecked,0,0,0,0,0,1,0,0,measured,modeled,0,0.08,2,0.083,0.125,0.20800000000000002,407d8f650b5796eb159f0abe0947fe7c61351a6bd23b603372ad9b606274cfa5,0fa9537b948ca90f2d98e0fade4f51b9074aef41b04177b1cff84b39fe4735dc
X01,28,1,unguarded,corruption,remote,True,unchecked,True,unchecked,0,0,0,0,0,0,0,0,measured,modeled,0,0.08,2,0.084,0.084,0.168,0fa9537b948ca90f2d98e0fade4f51b9074aef41b04177b1cff84b39fe4735dc,fc0172a4cc2803e711205a73b482bafb78344d950f1a90537c5359ce43dc192e
X01,29,1,unguarded,none,local,True,unchecked,True,unchecked,0,0,0,0,0,0,0,1,measured,modeled,0,0.08,2,0.042,0.083,0.125,fc0172a4cc2803e711205a73b482bafb78344d950f1a90537c5359ce43dc192e,766931aee68979241d5cb6dddddb97148451d7d1b320f3c4c64645b14dadfb17
X01,30,1,unguarded,link-outage,local,True,unchecked,True,unchecked,0,0,0,0,0,0,0,0,measured,modeled,0,0.08,2,0.083,0.083,0.166,766931aee68979241d5cb6dddddb97148451d7d1b320f3c4c64645b14dadfb17,5c19441bc64ebbc109c723d53ebd2bef34cfbc4d306ac82c4bd15cbe76b53198
X01,31,1,unguarded,stale-record,remote,True,unchecked,True,unchecked,0,0,0,0,0,0,0,1,measured,modeled,0,0.08,2,0.084,0.125,0.20900000000000002,5c19441bc64ebbc109c723d53ebd2bef34cfbc4d306ac82c4bd15cbe76b53198,fe8e552a15eb917ef040bc0858b6bf9763362029bf94d5434196fbbdf51f51aa
X01,32,1,unguarded,stale-record,remote,True,unchecked,True,unchecked,0,0,0,0,0,0,0,0,measured,modeled,0,0.08,2,0.083,0.125,0.20800000000000002,fe8e552a15eb917ef040bc0858b6bf9763362029bf94d5434196fbbdf51f51aa,1d6aa2420c4fd913f4a5ebb4880d13f58de13f9c3609587c83b5aa083771711c
X01,33,1,unguarded,none,local,True,unchecked,True,unchecked,0,0,0,0,0,0,0,1,measured,modeled,0,0.08,2,0.083,0.084,0.167,1d6aa2420c4fd913f4a5ebb4880d13f58de13f9c3609587c83b5aa083771711c,8d8aeccad6febebbb91c25602db133f1852d4ee55c45e8445258848fd8d0ca05
X01,34,1,unguarded,link-outage,local,True,unchecked,True,unchecked,0,0,0,0,0,0,0,0,measured,modeled,0,0.08,2,0.041,0.125,0.166,8d8aeccad6febebbb91c25602db133f1852d4ee55c45e8445258848fd8d0ca05,ba4b1debb3f7d2c9207aca862b913801783f32bb145588bfd7adc3b224a7edda
X01,35,1,unguarded,stale-record,remote,True,unchecked,True,unchecked,0,0,0,0,0,0,0,1,measured,modeled,0,0.08,2,0.084,0.166,0.25,ba4b1debb3f7d2c9207aca862b913801783f32bb145588bfd7adc3b224a7edda,52623dc801e7e46b27d9246b93fc9aff37fb0da18f098a0a6a959f67a27fe95a
X01,36,1,unguarded,replay,remote,True,unchecked,True,unchecked,0,1,1,0,1,0,300,0,measured,modeled,0,0.08,2,0.083,0.125,0.20800000000000002,52623dc801e7e46b27d9246b93fc9aff37fb0da18f098a0a6a959f67a27fe95a,4c47c7ea5ae4d1416ce87c4c080228c7d8a54127709692112ad0c45bf4882591
X01,37,1,unguarded,infeasible-proposal,remote,True,unchecked,True,unchecked,0,1,1,0,1,0,300,0,measured,modeled,0,0.08,2,0.084,0.125,0.20900000000000002,4c47c7ea5ae4d1416ce87c4c080228c7d8a54127709692112ad0c45bf4882591,209e6cc7d54926c9b6266129c03290046bd8eb292bd3c036a31eb358f77358dc
X01,38,1,unguarded,signed-bias,remote,True,unchecked,True,unchecked,0,0,0,0,0,0,0,0,measured,modeled,0,0.08,2,0.083,0.083,0.166,209e6cc7d54926c9b6266129c03290046bd8eb292bd3c036a31eb358f77358dc,1ce27a732b9a21ab15e40096b17cab8fb4af601adb09c702f9317f7f38a160d6
X01,39,1,unguarded,stale-record,remote,True,unchecked,True,unchecked,0,0,0,0,0,0,0,0,measured,modeled,0,0.08,2,0.125,0.084,0.20900000000000002,1ce27a732b9a21ab15e40096b17cab8fb4af601adb09c702f9317f7f38a160d6,0519d7af159ef1e42f36705ad34e7a27d503e5e97380b04998909d5bb1726afc
X01,40,1,unguarded,none,remote,True,unchecked,True,unchecked,0,0,0,0,0,0,0,0,measured,modeled,0,0.08,2,0.042,0.083,0.125,0519d7af159ef1e42f36705ad34e7a27d503e5e97380b04998909d5bb1726afc,1baffeb13fc4f11a35817ca9a581f9e4e7886c5b66e6ba8674c73aef455759e5
X01,41,1,unguarded,replay,local,True,unchecked,True,unchecked,0,0,0,0,0,0,0,1,measured,modeled,0,0.08,2,0.125,0.125,0.25,1baffeb13fc4f11a35817ca9a581f9e4e7886c5b66e6ba8674c73aef455759e5,6684d2fb49b4548bd3f096020a1f84bd32b5476eeed57210d88e6231a4fca72d
X01,42,1,unguarded,stale-record,remote,True,unchecked,True,unchecked,0,0,0,0,0,0,0,1,measured,modeled,0,0.08,2,0.125,0.083,0.20800000000000002,6684d2fb49b4548bd3f096020a1f84bd32b5476eeed57210d88e6231a4fca72d,4d406c381182335fc43f0519c33227c1a2c01bc8bb6a7b9c42e8a4a66325edd1
X01,43,1,unguarded,replay,local,True,unchecked,True,unchecked,0,0,0,0,0,0,0,1,measured,modeled,0,0.08,2,0.084,0.125,0.20900000000000002,4d406c381182335fc43f0519c33227c1a2c01bc8bb6a7b9c42e8a4a66325edd1,68b886dd85ed746bbd1c7bb508bddb93633c8d77ae03c0c9cf0cfbe97ebdeadb
X01,44,1,unguarded,infeasible-proposal,remote,True,unchecked,True,unchecked,0,1,1,0,1,0,300,1,measured,modeled,0,0.08,2,0.125,0.084,0.20900000000000002,68b886dd85ed746bbd1c7bb508bddb93633c8d77ae03c0c9cf0cfbe97ebdeadb,c6b69c412de0545159baecc2516bad3c67b647ffb49134bcc0c1bbfade59f6a9
X01,45,1,unguarded,signed-bias,remote,True,unchecked,True,unchecked,0,0,0,0,0,0,0,0,measured,modeled,0,0.08,2,0.125,0.125,0.25,c6b69c412de0545159baecc2516bad3c67b647ffb49134bcc0c1bbfade59f6a9,ba1bd135b486b53dd961a92e6c3ca9be1caa2ebf38644c7edd405e64da6f5211
X01,46,1,unguarded,planner-bypass,local,True,unchecked,True,unchecked,0,1,1,1,0,0,300,1,measured,modeled,0,0.08,2,0.084,0.125,0.20900000000000002,ba1bd135b486b53dd961a92e6c3ca9be1caa2ebf38644c7edd405e64da6f5211,281a50b0edac104e43e35cfb7116acd57dde73088848c8127ba34a3235f65b06
X01,47,1,unguarded,signed-bias,remote,True,unchecked,True,unchecked,0,0,0,0,0,1,0,1,measured,modeled,0,0.08,2,0.0,0.125,0.125,281a50b0edac104e43e35cfb7116acd57dde73088848c8127ba34a3235f65b06,64a87f5e9afb23716904f257bd73d17953abcff9252a53446f637f4618c6027d
X01,48,1,unguarded,stale-calibration,remote,True,unchecked,True,unchecked,0,0,0,0,0,0,0,0,measured,modeled,0,0.08,2,0.083,0.125,0.20800000000000002,64a87f5e9afb23716904f257bd73d17953abcff9252a53446f637f4618c6027d,4a96523ac4d8872d651853755a181f73aa473cafe9e6ceb3892a5cb9213faaf2
X01,49,1,unguarded,stale-record,remote,True,unchecked,True,unchecked,0,0,0,0,0,0,0,0,measured,modeled,0,0.08,2,0.083,0.084,0.167,4a96523ac4d8872d651853755a181f73aa473cafe9e6ceb3892a5cb9213faaf2,f368da6f7aeb785fb368688c20f1c70283eca91a3b0ed7ed446e04b49896c16c
X01,50,1,unguarded,link-outage,local,True,unchecked,True,unchecked,0,0,0,0,0,0,0,1,measured,modeled,0,0.08,2,0.083,0.083,0.166,f368da6f7aeb785fb368688c20f1c70283eca91a3b0ed7ed446e04b49896c16c,f0292ff6e81d23823808b616207da5e071d7a7b2aec46eb62f3818b9488c888d
X01,51,1,unguarded,corruption,remote,True,unchecked,True,unchecked,0,0,0,0,0,0,0,1,measured,modeled,0,0.08,2,0.042,0.083,0.125,f0292ff6e81d23823808b616207da5e071d7a7b2aec46eb62f3818b9488c888d,0ed732dfc8d1fc8499c670d653b2bf2471a6c0b76a81c49b920fc1dff6fc4eed
X01,52,1,unguarded,corruption,remote,True,unchecked,True,unchecked,0,0,0,0,0,0,0,0,measured,modeled,0,0.08,2,0.042,0.083,0.125,0ed732dfc8d1fc8499c670d653b2bf2471a6c0b76a81c49b920fc1dff6fc4eed,43a21c76358a8dc588d61def45fa2a1eaf8304c1b85b1b1123380097205e2db0
X01,53,1,unguarded,infeasible-proposal,remote,True,unchecked,True,unchecked,0,1,1,0,1,0,300,0,measured,modeled,0,0.08,2,0.083,0.125,0.20800000000000002,43a21c76358a8dc588d61def45fa2a1eaf8304c1b85b1b1123380097205e2db0,4861a36098d47140a1ce210ee7687d0fd6b05ba498cba147cda1721319262df7
X01,54,1,unguarded,link-outage,local,True,unchecked,True,unchecked,0,0,0,0,0,0,0,1,measured,modeled,0,0.08,2,0.083,0.125,0.20800000000000002,4861a36098d47140a1ce210ee7687d0fd6b05ba498cba147cda1721319262df7,51ed682585d9f23f8f9b9608e5d01bc1f965e045bef4597eacda08695d97ba6f
X01,55,1,unguarded,signed-bias,remote,True,unchecked,True,unchecked,0,0,0,0,0,0,0,1,measured,modeled,0,0.08,2,0.083,0.125,0.20800000000000002,51ed682585d9f23f8f9b9608e5d01bc1f965e045bef4597eacda08695d97ba6f,cb6fa2f8bb67d40aec7bf2e54ba351577775568f39107e70110a90724c1dd063
X01,56,1,unguarded,stale-record,local,True,unchecked,True,unchecked,0,0,0,0,0,0,0,1,measured,modeled,0,0.08,2,0.041,0.125,0.166,cb6fa2f8bb67d40aec7bf2e54ba351577775568f39107e70110a90724c1dd063,ccb529acaea3c8906460a5333616cd6315c2cd2f7f58846886bb36d6f21aa65a
X01,57,1,unguarded,stale-calibration,remote,True,unchecked,True,unchecked,0,0,0,0,0,0,0,1,measured,modeled,0,0.08,2,0.041,0.125,0.166,ccb529acaea3c8906460a5333616cd6315c2cd2f7f58846886bb36d6f21aa65a,fc66d2e09b7e948711087f03d0e852f48fe855daab45424ee2bf1c6fd4382daa
X01,58,1,unguarded,none,remote,True,unchecked,True,unchecked,0,0,0,0,0,0,0,0,measured,modeled,0,0.08,2,0.0,0.083,0.083,fc66d2e09b7e948711087f03d0e852f48fe855daab45424ee2bf1c6fd4382daa,1ccadf70089b48d9c5ef3c0d85de2c6ed478bf4a7696cd4626331bc99cd17fe5
X01,59,1,unguarded,stale-calibration,remote,True,unchecked,True,unchecked,0,0,0,0,0,0,0,0,measured,modeled,0,0.08,2,0.042,0.084,0.126,1ccadf70089b48d9c5ef3c0d85de2c6ed478bf4a7696cd4626331bc99cd17fe5,01d5cb0e895b4d70d8bb03d30f32a68323966bde335ae24bf9fa151d7b24a70a
X01,60,1,unguarded,stale-calibration,remote,True,unchecked,True,unchecked,0,0,0,0,0,0,0,0,measured,modeled,0,0.08,2,0.083,0.125,0.20800000000000002,01d5cb0e895b4d70d8bb03d30f32a68323966bde335ae24bf9fa151d7b24a70a,38f328095d0cc07f37b2be3defd7f0b9141b1d398e185ef159da3f7cad2ae19d
X01,61,1,unguarded,none,remote,True,unchecked,True,unchecked,0,0,0,0,0,0,0,0,measured,modeled,0,0.08,2,0.083,0.125,0.20800000000000002,38f328095d0cc07f37b2be3defd7f0b9141b1d398e185ef159da3f7cad2ae19d,c8577ff21ad587ad17d92a9f3a217f46cef104283bd27406c57f669e86e14508
X01,62,1,unguarded,link-outage,local,True,unchecked,True,unchecked,0,0,0,0,0,0,0,1,measured,modeled,0,0.08,2,0.042,0.125,0.167,c8577ff21ad587ad17d92a9f3a217f46cef104283bd27406c57f669e86e14508,7fd9d36cc55d55ff1613af10d4b7ec24a55faa15632ca30b2dc515b554a81fb8
X01,63,1,unguarded,corruption,remote,True,unchecked,True,unchecked,0,0,0,0,0,0,0,1,measured,modeled,0,0.08,2,0.083,0.083,0.166,7fd9d36cc55d55ff1613af10d4b7ec24a55faa15632ca30b2dc515b554a81fb8,be3704e8378e49415fd6cec2716a334019d8c133b78e55633886bd980ff90969
X01,64,1,unguarded,corruption,remote,True,unchecked,True,unchecked,0,0,0,0,0,0,0,0,measured,modeled,0,0.08,2,0.083,0.125,0.20800000000000002,be3704e8378e49415fd6cec2716a334019d8c133b78e55633886bd980ff90969,90dc3842c89a1e905d44af2f83c901e171a71a0c60776115e740f76d626e2919
X01,65,1,unguarded,planner-bypass,local,True,unchecked,True,unchecked,0,1,1,1,0,0,300,1,measured,modeled,0,0.08,2,0.042,0.125,0.167,90dc3842c89a1e905d44af2f83c901e171a71a0c60776115e740f76d626e2919,46dbf4ac2bd8606a0fc1da3e6c62a13f2048689a64c385ec6fb97e8c099dab1d
X01,66,1,unguarded,replay,remote,True,unchecked,True,unchecked,0,0,0,0,0,0,0,1,measured,modeled,0,0.08,2,0.084,0.083,0.167,46dbf4ac2bd8606a0fc1da3e6c62a13f2048689a64c385ec6fb97e8c099dab1d,d3d9f84ced6e0f6436a8e0e761f7dacfcf1d5dcb26c59be306e8636cb984d391
X01,67,1,unguarded,link-outage,local,True,unchecked,True,unchecked,0,0,0,0,0,0,0,1,measured,modeled,0,0.08,2,0.041,0.084,0.125,d3d9f84ced6e0f6436a8e0e761f7dacfcf1d5dcb26c59be306e8636cb984d391,7b820e8c0376fcae243a082cfa51a3e3ac7026ec9919dc919c3d5d307432a61d
X01,68,1,unguarded,none,remote,True,unchecked,True,unchecked,0,0,0,0,0,0,0,1,measured,modeled,0,0.08,2,0.042,0.125,0.167,7b820e8c0376fcae243a082cfa51a3e3ac7026ec9919dc919c3d5d307432a61d,0ffe71a2288e0e94a778cc44b6e88b3465199343a50f2f95d07fb45f70406fba
X01,69,1,unguarded,stale-record,remote,True,unchecked,True,unchecked,0,0,0,0,0,0,0,0,measured,modeled,0,0.08,2,0.083,0.125,0.20800000000000002,0ffe71a2288e0e94a778cc44b6e88b3465199343a50f2f95d07fb45f70406fba,6ee9f8a7e993247d50a89d117bc71ba3409134d91f7f74f8921ba46ff0338043
X01,70,1,unguarded,corruption,remote,True,unchecked,True,unchecked,0,0,0,0,0,0,0,0,measured,modeled,0,0.08,2,0.083,0.125,0.20800000000000002,6ee9f8a7e993247d50a89d117bc71ba3409134d91f7f74f8921ba46ff0338043,6562bbd91b6ef7fd0187c075a9acfe5f7d56ebb3c7069a9ce7c8253ca1c8d079
X01,71,1,unguarded,none,remote,True,unchecked,True,unchecked,0,0,0,0,0,0,0,0,measured,modeled,0,0.08,2,0.0,0.125,0.125,6562bbd91b6ef7fd0187c075a9acfe5f7d56ebb3c7069a9ce7c8253ca1c8d079,2cbe63adaf6bf060bcab8035758ce158cd8d19f612e3de61c7b86e5014f494a0
X01,72,1,unguarded,link-outage,local,True,unchecked,True,unchecked,0,0,0,0,0,0,0,1,measured,modeled,0,0.08,2,0.042,0.083,0.125,2cbe63adaf6bf060bcab8035758ce158cd8d19f612e3de61c7b86e5014f494a0,8cc9b8df2070bbfd7808b7c68c5dabc87cbd603313563a97a47d40f4d9746a69
X01,73,1,unguarded,none,local,True,unchecked,True,unchecked,0,0,0,0,0,0,0,0,measured,modeled,0,0.08,2,0.083,0.125,0.20800000000000002,8cc9b8df2070bbfd7808b7c68c5dabc87cbd603313563a97a47d40f4d9746a69,ee130566d4cd0cc06b692317a4b293a92ed5c1bfdafb94f504ccdc07bffd8f5a
X01,74,1,unguarded,corruption,remote,True,unchecked,True,unchecked,0,0,0,0,0,0,0,1,measured,modeled,0,0.08,2,0.083,0.125,0.20800000000000002,ee130566d4cd0cc06b692317a4b293a92ed5c1bfdafb94f504ccdc07bffd8f5a,e8410f4c2e9326b00b02f18ba9e2c2c7ffed13630208d63333ac7123e81b4aca
X01,75,1,unguarded,infeasible-proposal,local,True,unchecked,True,unchecked,0,1,1,0,1,0,300,1,measured,modeled,0,0.08,2,0.083,0.125,0.20800000000000002,e8410f4c2e9326b00b02f18ba9e2c2c7ffed13630208d63333ac7123e81b4aca,f7ea41942e88c373cf1d3b1d4228ee145ba7f684f3287b0c093971487fc7de2e
X01,76,1,unguarded,stale-record,remote,True,unchecked,True,unchecked,0,0,0,0,0,0,0,1,measured,modeled,0,0.08,2,0.125,0.125,0.25,f7ea41942e88c373cf1d3b1d4228ee145ba7f684f3287b0c093971487fc7de2e,d7cfc31ae27850e0dcdcd61a38de32d8d737f70cf73d1402d828c43f6d7ca997
X01,77,1,unguarded,corruption,remote,True,unchecked,True,unchecked,0,0,0,0,0,0,0,0,measured,modeled,0,0.08,2,0.042,0.083,0.125,d7cfc31ae27850e0dcdcd61a38de32d8d737f70cf73d1402d828c43f6d7ca997,02b20c9335efbfe18e23197e17bc6e5603f8e30968b7e38edd913813b9586e49
X01,78,1,unguarded,none,remote,True,unchecked,True,unchecked,0,0,0,0,0,0,0,0,measured,modeled,0,0.08,2,0.083,0.125,0.20800000000000002,02b20c9335efbfe18e23197e17bc6e5603f8e30968b7e38edd913813b9586e49,b905f425fae5927533a95a5d3c3caa58d38cae407d816c091147515f85b7f4f4
X01,79,1,unguarded,planner-bypass,remote,True,unchecked,True,unchecked,0,1,1,1,0,0,300,0,measured,modeled,0,0.08,2,0.083,0.125,0.20800000000000002,b905f425fae5927533a95a5d3c3caa58d38cae407d816c091147515f85b7f4f4,3af988da7e2ce22a2a8052acb4dead3920b9b919dcd3ef2eca4df9230a9ca1b0
X01,80,1,unguarded,none,remote,True,unchecked,True,unchecked,0,0,0,0,0,0,0,0,measured,modeled,0,0.08,2,0.125,0.125,0.25,3af988da7e2ce22a2a8052acb4dead3920b9b919dcd3ef2eca4df9230a9ca1b0,3147debc23b5f254a63a6ae80a65210344c7f7ae2593cf0a7b306b8730de9f24
X01,81,1,unguarded,replay,remote,True,unchecked,True,unchecked,0,0,0,0,0,0,0,0,measured,modeled,0,0.08,2,0.042,0.125,0.167,3147debc23b5f254a63a6ae80a65210344c7f7ae2593cf0a7b306b8730de9f24,57b0c74dcd2ce6fc288b449389911b0778e6657a569a80c924f25de7bc05b741
X01,82,1,unguarded,signed-bias,remote,True,unchecked,True,unchecked,0,0,0,0,0,0,0,0,measured,modeled,0,0.08,2,0.042,0.125,0.167,57b0c74dcd2ce6fc288b449389911b0778e6657a569a80c924f25de7bc05b741,3eeb858618cac1b93a7672d7012296056d6974c35f59ecd8e3761455d6cacd06
