week,window,replay_id,controller,fault,action,telemetry_valid,telemetry_reason,proposal_valid,proposal_reason,fallback,unsafe_commit,sla_violation,unauthorized_commit,underallocation_commit,bad_venue,recovery_s,switch,traffic_evidence,telemetry_evidence,telemetry_delay,hysteresis,min_hold,telemetry_check_us,proposal_check_us,verification_us,audit_prev_hash,audit_hash
X01,56,0,unguarded,none,remote,True,unchecked,True,unchecked,0,0,0,0,0,0,0,1,measured,modeled,0,0.08,2,0.0,0.084,0.084,710ed1e2f8b5329394e68cc08cdf324eec9961722638c20c77d6ad4f9e11fd88,963da5d729b97cf257debf0fe72b792169c9960de9730b52966419f4a6b34798
X01,57,0,unguarded,stale-record,remote,True,unchecked,True,unchecked,0,0,0,0,0,0,0,0,measured,modeled,0,0.08,2,0.084,0.125,0.20900000000000002,963da5d729b97cf257debf0fe72b792169c9960de9730b52966419f4a6b34798,0cdf6bc92f80e1cfc3ef4cb5d07e24f5cb0388fa9cc1406f916dfe7a0d49b282
X01,58,0,unguarded,replay,remote,True,unchecked,True,unchecked,0,0,0,0,0,0,0,0,measured,modeled,0,0.08,2,0.042,0.125,0.167,0cdf6bc92f80e1cfc3ef4cb5d07e24f5cb0388fa9cc1406f916dfe7a0d49b282,7ffc8d9f421e2e5793ee6ae21897c9cbb2d961b477c22d382670694f17cd689c
X01,59,0,unguarded,corruption,remote,True,unchecked,True,unchecked,0,0,0,0,0,0,0,0,measured,modeled,0,0.08,2,0.042,0.125,0.167,7ffc8d9f421e2e5793ee6ae21897c9cbb2d961b477c22d382670694f17cd689c,aaccd8085763f0dd903db5aae02cb0c93e5be268619541530eaef51bbf9aafb6
X01,60,0,unguarded,infeasible-proposal,remote,True,unchecked,True,unchecked,0,1,1,0,1,0,300,0,measured,modeled,0,0.08,2,0.083,0.084,0.167,aaccd8085763f0dd903db5aae02cb0c93e5be268619541530eaef51bbf9aafb6,fd389dafcabf3b8ccfe3312a6da3848b439746aae94a14833693b441f724d1c8
X01,61,0,unguarded,planner-bypass,remote,True,unchecked,True,unchecked,0,1,1,1,0,0,300,0,measured,modeled,0,0.08,2,0.042,0.084,0.126,fd389dafcabf3b8ccfe3312a6da3848b439746aae94a14833693b441f724d1c8,299c9087f5aa32005394462b66306476908b0156980b9d0b18e8c7995a743593
X01,62,0,unguarded,stale-calibration,remote,True,unchecked,True,unchecked,0,0,0,0,0,0,0,0,measured,modeled,0,0.08,2,0.083,0.125,0.20800000000000002,299c9087f5aa32005394462b66306476908b0156980b9d0b18e8c7995a743593,d72eed31f7a91f9485b9d1b2aa2938bc7302c7296b883bc8e75305315da3eea5
X01,63,0,unguarded,link-outage,local,True,unchecked,True,unchecked,0,0,0,0,0,0,0,1,measured,modeled,0,0.08,2,0.041,0.083,0.124,d72eed31f7a91f9485b9d1b2aa2938bc7302c7296b883bc8e75305315da3eea5,585bec51711dec76b58bdc5e40214036b3253b1e24c20acd189db92d552d7236
X01,64,0,unguarded,none,remote,True,unchecked,True,unchecked,0,0,0,0,0,0,0,1,measured,modeled,0,0.08,2,0.041,0.125,0.166,585bec51711dec76b58bdc5e40214036b3253b1e24c20acd189db92d552d7236,b009e47144fb49a96f69fc15a7f300f1c306262d74d569036a6a1984f50fa28b
X01,65,0,unguarded,stale-record,remote,True,unchecked,True,unchecked,0,0,0,0,0,0,0,0,measured,modeled,0,0.08,2,0.0,0.083,0.083,b009e47144fb49a96f69fc15a7f300f1c306262d74d569036a6a1984f50fa28b,c71b569e70cee71d739c4dbbdf829de512422ce73d34800766da09e8ee569d4b
X01,66,0,unguarded,replay,remote,True,unchecked,True,unchecked,0,0,0,0,0,0,0,0,measured,modeled,0,0.08,2,0.041,0.125,0.166,c71b569e70cee71d739c4dbbdf829de512422ce73d34800766da09e8ee569d4b,793ea6da2beb7b831fe416bf11d4ed8102d353e1e5c9ea330c09dcda269b15b3
X01,67,0,unguarded,corruption,remote,True,unchecked,True,unchecked,0,0,0,0,0,0,0,0,measured,modeled,0,0.08,2,0.042,0.125,0.167,793ea6da2beb7b831fe416bf11d4ed8102d353e1e5c9ea330c09dcda269b15b3,de410d68fd6003de55022297e4500ece9b73a0b1c22f81a8d8881977fe3ce1fe
X01,68,0,unguarded,infeasible-proposal,remote,True,unchecked,True,unchecked,0,1,1,0,1,0,300,0,measured,modeled,0,0.08,2,0.0,0.084,0.084,de410d68fd6003de55022297e4500ece9b73a0b1c22f81a8d8881977fe3ce1fe,8b997a34124ce73dee69caaa403028d4f38674ff35f5e4eece4e1b572175d7cc
X01,69,0,unguarded,planner-bypass,remote,True,unchecked,True,unchecked,0,1,1,1,0,0,300,0,measured,modeled,0,0.08,2,0.042,0.083,0.125,8b997a34124ce73dee69caaa403028d4f38674ff35f5e4eece4e1b572175d7cc,666eb383d8da3b7ae8151565fc5a7d990e82e76955fc4ebbb9eb0c5420b7ad48
X01,70,0,unguarded,stale-calibration,remote,True,unchecked,True,unchecked,0,0,0,0,0,0,0,0,measured,modeled,0,0.08,2,0.083,0.042,0.125,666eb383d8da3b7ae8151565fc5a7d990e82e76955fc4ebbb9eb0c5420b7ad48,55791432648638b7333d5aa5062eb06413971dadb3b474accbd32d96c125c2fe
X01,71,0,unguarded,link-outage,local,True,unchecked,True,unchecked,0,0,0,0,0,0,0,1,measured,modeled,0,0.08,2,0.042,0.125,0.167,55791432648638b7333d5aa5062eb06413971dadb3b474accbd32d96c125c2fe,ee416dc5fe191766b43f4b09752c6a0ea45294a7b96fef4b986709c50f8b1335
X01,72,0,unguarded,none,remote,True,unchecked,True,unchecked,0,0,0,0,0,0,0,1,measured,modeled,0,0.08,2,0.042,0.125,0.167,ee416dc5fe191766b43f4b09752c6a0ea45294a7b96fef4b986709c50f8b1335,c59453656fb36c6aa7e559f1d6aabd4b9564d79b46125498bc8d44d8f5651ae5
X01,73,0,unguarded,stale-record,remote,True,unchecked,True,unchecked,0,0,0,0,0,0,0,0,measured,modeled,0,0.08,2,0.0,0.125,0.125,c59453656fb36c6aa7e559f1d6aabd4b9564d79b46125498bc8d44d8f5651ae5,667c6dda692e50177f105d3287a55ad5f8752709e5af91968cdd0f370c90eb17
X01,74,0,unguarded,replay,local,True,unchecked,True,unchecked,0,0,0,0,0,0,0,1,measured,modeled,0,0.08,2,0.042,0.084,0.126,667c6dda692e50177f105d3287a55ad5f8752709e5af91968cdd0f370c90eb17,fe177812de17aa249568dca374911d0ab44ca23368149653387a3d952d318827
X01,75,0,unguarded,corruption,remote,True,unchecked,True,unchecked,0,0,0,0,0,0,0,1,measured,modeled,0,0.08,2,0.083,0.042,0.125,fe177812de17aa249568dca374911d0ab44ca23368149653387a3d952d318827,29691bd8923a907809a8217cdb78d3699ee314c94121df41866d7b01ec0b601c
X01,76,0,unguarded,infeasible-proposal,remote,True,unchecked,True,unchecked,0,1,1,0,1,0,300,0,measured,modeled,0,0.08,2,0.0,0.125,0.125,29691bd8923a907809a8217cdb78d3699ee314c94121df41866d7b01ec0b601c,566ef4454c8ee9824a4458c199cb4879e7e4c5ff2be0fcaf70ccd84dd5a38e44
X01,77,0,unguarded,planner-bypass,local,True,unchecked,True,unchecked,0,1,1,1,0,0,300,1,measured,modeled,0,0.08,2,0.083,0.083,0.166,566ef4454c8ee9824a4458c199cb4879e7e4c5ff2be0fcaf70ccd84dd5a38e44,6ee0e8c4c1dd716ce31cb3015dcbccb2565aaa79cbfe1de6061bbf6e656c7064
X01,78,0,unguarded,stale-calibration,remote,True,unchecked,True,unchecked,0,0,0,0,0,0,0,1,measured,modeled,0,0.08,2,0.042,0.083,0.125,6ee0e8c4c1dd716ce31cb3015dcbccb2565aaa79cbfe1de6061bbf6e656c7064,1b1d49934cf54ccad3a2e38cdc107b86cb9547cec0cc10634e7a0cb50127dca4
X01,79,0,unguarded,link-outage,local,True,unchecked,True,unchecked,0,0,0,0,0,0,0,1,measured,modeled,0,0.08,2,0.042,0.125,0.167,1b1d49934cf54ccad3a2e38cdc107b86cb9547cec0cc10634e7a0cb50127dca4,14741b9a8cd96d4ab0bacc660024df5dc44bf43306b58a0e7e962e6420ab6e8d
X01,80,0,unguarded,none,local,True,unchecked,True,unchecked,0,0,0,0,0,0,0,0,measured,modeled,0,0.08,2,0.125,0.084,0.20900000000000002,14741b9a8cd96d4ab0bacc660024df5dc44bf43306b58a0e7e962e6420ab6e8d,a5d6559a01eb0396e2803e52af0b6e70a27d5d1e61a24f5ca7778c9ac6480b29
X01,81,0,unguarded,stale-record,remote,True,unchecked,True,unchecked,0,0,0,0,0,0,0,1,measured,modeled,0,0.08,2,0.084,0.125,0.20900000000000002,a5d6559a01eb0396e2803e52af0b6e70a27d5d1e61a24f5ca7778c9ac6480b29,d1d7f69fde9510e8ae61fb0347fc40a1307d38bd54a18d75a247eaeff3487447
X01,82,0,unguarded,replay,remote,True,unchecked,True,unchecked,0,0,0,0,0,0,0,0,measured,modeled,0,0.08,2,0.084,0.083,0.167,d1d7f69fde9510e8ae61fb0347fc40a1307d38bd54a18d75a247eaeff3487447,aec21589ba6fd7850c938c35fa6711da558f3e233b5f32ae63d7077c4c031007
