week,window,replay_id,controller,fault,action,telemetry_valid,telemetry_reason,proposal_valid,proposal_reason,fallback,unsafe_commit,sla_violation,unauthorized_commit,underallocation_commit,bad_venue,recovery_s,switch,traffic_evidence,telemetry_evidence,telemetry_delay,hysteresis,min_hold,telemetry_check_us,proposal_check_us,verification_us,audit_prev_hash,audit_hash,configuration
X01,36,0,guarded-stable,infeasible-proposal,remote,True,accepted,False,capacity,1,0,0,0,0,0,0,1,measured,modeled,0,0.0,0,133.0,3.541,136.541,d8a75d5be6805fb284365a5fc30f3c65d452b8be04fd500f3314f336a41596c7,cd983f4ac8fa6a3e359a81ca13bce6c885c699d2c2d63d584e9e5484bbd00e04,d0-h0.0-r0
X01,37,0,guarded-stable,planner-bypass,remote,True,accepted,False,authorization,1,0,0,0,0,0,0,0,measured,modeled,0,0.0,0,127.125,2.542,129.667,cd983f4ac8fa6a3e359a81ca13bce6c885c699d2c2d63d584e9e5484bbd00e04,3d5d1ab7aba917cf1b7cbe6e9fd4ceb0ff452318870ad01f04187a9e6034fc54,d0-h0.0-r0
X01,38,0,guarded-stable,stale-calibration,fallback,False,stale-metric,True,accepted,1,0,0,0,0,0,0,0,measured,modeled,0,0.0,0,123.042,3.375,126.417,3d5d1ab7aba917cf1b7cbe6e9fd4ceb0ff452318870ad01f04187a9e6034fc54,71a2cb8dee98dc04e01af44a076fefdd7ab27c4ae6f3648c227b3ac0c97dc575,d0-h0.0-r0
X01,39,0,guarded-stable,link-outage,remote,True,accepted,True,accepted,0,0,0,0,0,0,0,0,measured,modeled,0,0.0,0,121.5,3.333,124.833,71a2cb8dee98dc04e01af44a076fefdd7ab27c4ae6f3648c227b3ac0c97dc575,a655cfeb0e5cbad64df0da0abe24839352e0a81ccfe8a879c0e3203f2659115b,d0-h0.0-r0
X01,40,0,guarded-stable,none,remote,True,accepted,True,accepted,0,0,0,0,0,0,0,0,measured,modeled,0,0.0,0,121.875,3.25,125.125,a655cfeb0e5cbad64df0da0abe24839352e0a81ccfe8a879c0e3203f2659115b,5966caa1efc3188d08727db6c42cbb8fa6abcb27d6b0bd1742021f58a3199771,d0-h0.0-r0
X01,41,0,guarded-stable,stale-record,fallback,False,expired,True,accepted,1,0,0,0,0,0,0,0,measured,modeled,0,0.0,0,120.458,3.0,123.458,5966caa1efc3188d08727db6c42cbb8fa6abcb27d6b0bd1742021f58a3199771,d0bee51b6e985addcb87d9124284c91cac825fcdaab6dea4bb5a236c23295b11,d0-h0.0-r0
X01,42,0,guarded-stable,replay,fallback,False,replay,True,accepted,1,0,0,0,0,0,0,0,measured,modeled,0,0.0,0,135.875,4.583,140.458,d0bee51b6e985addcb87d9124284c91cac825fcdaab6dea4bb5a236c23295b11,b9eb45aee923b78378838793cef4e400e9cc5985cceb22d593dc7d84a0ce3f16,d0-h0.0-r0
X01,43,0,guarded-stable,corruption,fallback,False,signature,True,accepted,1,0,0,0,0,0,0,0,measured,modeled,0,0.0,0,124.333,3.542,127.875,b9eb45aee923b78378838793cef4e400e9cc5985cceb22d593dc7d84a0ce3f16,cca2e87142cea877bc69a038201f52d2d77e896eecf264c04881a7fa56c6cab7,d0-h0.0-r0
X01,44,0,guarded-stable,infeasible-proposal,remote,True,accepted,False,capacity,1,0,0,0,0,0,0,0,measured,modeled,0,0.0,0,124.834,3.333,128.167,cca2e87142cea877bc69a038201f52d2d77e896eecf264c04881a7fa56c6cab7,af36d636f40c687be50d7786db7add7a49a98495251be2966cd7fb738599d924,d0-h0.0-r0
X01,45,0,guarded-stable,planner-bypass,local,True,accepted,False,authorization,1,0,0,0,0,0,0,1,measured,modeled,0,0.0,0,122.25,2.541,124.791,af36d636f40c687be50d7786db7add7a49a98495251be2966cd7fb738599d924,93c80a3c187739514f27d693121f45518b679384ffced116393ee697a550b567,d0-h0.0-r0
X01,46,0,guarded-stable,stale-calibration,fallback,False,stale-metric,True,accepted,1,0,0,0,0,0,0,0,measured,modeled,0,0.0,0,122.125,3.5,125.625,93c80a3c187739514f27d693121f45518b679384ffced116393ee697a550b567,8ace0f5c4f12e4266613a1c11097632d18b893af61845d067fc7ab4dfb962733,d0-h0.0-r0
X01,47,0,guarded-stable,link-outage,local,True,accepted,True,accepted,0,0,0,0,0,0,0,0,measured,modeled,0,0.0,0,138.916,3.375,142.291,8ace0f5c4f12e4266613a1c11097632d18b893af61845d067fc7ab4dfb962733,c995f585a50994b0f997dc0721a3234cd5453afb6420144b86d9295897fec662,d0-h0.0-r0
X01,48,0,guarded-stable,none,remote,True,accepted,True,accepted,0,0,0,0,0,0,0,1,measured,modeled,0,0.0,0,125.792,3.5,129.292,c995f585a50994b0f997dc0721a3234cd5453afb6420144b86d9295897fec662,34519ee2dae9a7a34328c9413c497947727cac49f688132e7d14b44a2e4bfda4,d0-h0.0-r0
X01,49,0,guarded-stable,stale-record,fallback,False,expired,True,accepted,1,0,0,0,0,0,0,0,measured,modeled,0,0.0,0,128.25,3.291,131.541,34519ee2dae9a7a34328c9413c497947727cac49f688132e7d14b44a2e4bfda4,47e039cfdbd94c43ab8f7ddb87db8fef40a3e62c25d2d258551214a32a4f6fd8,d0-h0.0-r0
X01,50,0,guarded-stable,replay,fallback,False,replay,True,accepted,1,0,0,0,0,0,0,0,measured,modeled,0,0.0,0,127.875,3.291,131.166,47e039cfdbd94c43ab8f7ddb87db8fef40a3e62c25d2d258551214a32a4f6fd8,626df2c60c30c3083ff791e0bedcefc6f694248136a234e3080237334a4f82c7,d0-h0.0-r0
X01,51,0,guarded-stable,corruption,fallback,False,signature,True,accepted,1,0,0,0,0,0,0,0,measured,modeled,0,0.0,0,125.875,3.25,129.125,626df2c60c30c3083ff791e0bedcefc6f694248136a234e3080237334a4f82c7,69206c701d1d541f5b5234f34efe590e9c0982507d8e5f112c19fc93f77a267f,d0-h0.0-r0
X01,52,0,guarded-stable,infeasible-proposal,remote,True,accepted,False,capacity,1,0,0,0,0,0,0,0,measured,modeled,0,0.0,0,129.666,3.208,132.874,69206c701d1d541f5b5234f34efe590e9c0982507d8e5f112c19fc93f77a267f,de84f1391bef5ba76fa0ec0275933e8f279b7f5aa0b99e7643cdeb32714a0001,d0-h0.0-r0
X01,53,0,guarded-stable,planner-bypass,remote,True,accepted,False,authorization,1,0,0,0,0,0,0,0,measured,modeled,0,0.0,0,128.167,2.584,130.751,de84f1391bef5ba76fa0ec0275933e8f279b7f5aa0b99e7643cdeb32714a0001,aec21e42e21b90de091321c962df9bc5be6246a263eb5f9f410d235e13f406fe,d0-h0.0-r0
X01,54,0,guarded-stable,stale-calibration,fallback,False,stale-metric,True,accepted,1,0,0,0,0,0,0,0,measured,modeled,0,0.0,0,131.917,3.458,135.375,aec21e42e21b90de091321c962df9bc5be6246a263eb5f9f410d235e13f406fe,56376f2f5cac26d11e7177d14608d24ed88e6d5113cede61dac9c9ab7ce1c6b2,d0-h0.0-r0
X01,55,0,guarded-stable,link-outage,local,True,accepted,True,accepted,0,0,0,0,0,0,0,1,measured,modeled,0,0.0,0,128.0,3.417,131.417,56376f2f5cac26d11e7177d14608d24ed88e6d5113cede61dac9c9ab7ce1c6b2,be0c234e6c720249094b1e4692bc394f5c1e4f19d56c6e3dc40d81aa85cdc7c7,d0-h0.0-r0
X01,56,0,guarded-stable,none,remote,True,accepted,True,accepted,0,0,0,0,0,0,0,1,measured,modeled,0,0.0,0,128.292,3.291,131.583,be0c234e6c720249094b1e4692bc394f5c1e4f19d56c6e3dc40d81aa85cdc7c7,7d9af2d031c388cbaaaccddb53d3e6fa2f0de4ba8b5e7c8887258f77ead20a20,d0-h0.0-r0
X01,57,0,guarded-stable,stale-record,fallback,False,expired,True,accepted,1,0,0,0,0,0,0,0,measured,modeled,0,0.0,0,136.708,3.542,140.25,7d9af2d031c388cbaaaccddb53d3e6fa2f0de4ba8b5e7c8887258f77ead20a20,cd2339c9b594d89f879f5e10b9d126b1cddb06bc65599ac23b0dee016ae48dbe,d0-h0.0-r0
X01,58,0,guarded-stable,replay,fallback,False,replay,True,accepted,1,0,0,0,0,0,0,0,measured,modeled,0,0.0,0,123.75,3.291,127.041,cd2339c9b594d89f879f5e10b9d126b1cddb06bc65599ac23b0dee016ae48dbe,633e79c4e1e98b3dbfdd60aaf28de41ae677f43400666e34617a7d2ee1193263,d0-h0.0-r0
X01,59,0,guarded-stable,corruption,fallback,False,signature,True,accepted,1,0,0,0,0,0,0,0,measured,modeled,0,0.0,0,125.584,3.334,128.918,633e79c4e1e98b3dbfdd60aaf28de41ae677f43400666e34617a7d2ee1193263,0b51e76db7fb4c2184fb245d06d85cd1429528da840bfea933b3445dc1ed6843,d0-h0.0-r0
X01,60,0,guarded-stable,infeasible-proposal,remote,True,accepted,False,capacity,1,0,0,0,0,0,0,0,measured,modeled,0,0.0,0,129.125,3.25,132.375,0b51e76db7fb4c2184fb245d06d85cd1429528da840bfea933b3445dc1ed6843,5f222679805520f359a33dde0b6ac849f52790270b531ceb24de5de36c8a4c54,d0-h0.0-r0
X01,61,0,guarded-stable,planner-bypass,remote,True,accepted,False,authorization,1,0,0,0,0,0,0,0,measured,modeled,0,0.0,0,132.25,2.75,135.0,5f222679805520f359a33dde0b6ac849f52790270b531ceb24de5de36c8a4c54,906695047117c8c8aa1fbde1231651d2b69b6d72e795a3a886af7201b4666123,d0-h0.0-r0
X01,62,0,guarded-stable,stale-calibration,fallback,False,stale-metric,True,accepted,1,0,0,0,0,0,0,0,measured,modeled,0,0.0,0,126.25,3.25,129.5,906695047117c8c8aa1fbde1231651d2b69b6d72e795a3a886af7201b4666123,9b3363b02802970e5b53250b2c78e5115418fffc38edb2071d957ba9ab13d706,d0-h0.0-r0
X01,63,0,guarded-stable,link-outage,remote,True,accepted,True,accepted,0,0,0,0,0,0,0,0,measured,modeled,0,0.0,0,130.875,3.375,134.25,9b3363b02802970e5b53250b2c78e5115418fffc38edb2071d957ba9ab13d706,9d1bd9f416717addc0f04bd9817711b8371c90e56b901a7a5684edf96fe006fb,d0-h0.0-r0
X01,64,0,guarded-stable,none,remote,True,accepted,True,accepted,0,0,0,0,0,0,0,0,measured,modeled,0,0.0,0,128.125,3.25,131.375,9d1bd9f416717addc0f04bd9817711b8371c90e56b901a7a5684edf96fe006fb,9c2a50343d6b248e20ae33e401a3ad818a424ffd0efdb3705cca714ca896ff9e,d0-h0.0-r0
X01,65,0,guarded-stable,stale-record,fallback,False,expired,True,accepted,1,0,0,0,0,0,0,0,measured,modeled,0,0.0,0,124.583,3.334,127.917,9c2a50343d6b248e20ae33e401a3ad818a424ffd0efdb3705cca714ca896ff9e,b180480a8f78d2cc4d974b5920e25904b39aa197c5d44b14b513efb1b419b0b9,d0-h0.0-r0
X01,66,0,guarded-stable,replay,fallback,False,replay,True,accepted,1,0,0,0,0,0,0,0,measured,modeled,0,0.0,0,124.708,3.291,127.999,b180480a8f78d2cc4d974b5920e25904b39aa197c5d44b14b513efb1b419b0b9,e41daff911bbfb2d5e4070be906fe8412b96df1899f145c3aee52af4e1cee6ad,d0-h0.0-r0
X01,67,0,guarded-stable,corruption,fallback,False,signature,True,accepted,1,0,0,0,0,0,0,0,measured,modeled,0,0.0,0,174.542,5.125,179.667,e41daff911bbfb2d5e4070be906fe8412b96df1899f145c3aee52af4e1cee6ad,4997f6b3da621fb66e4eb4ff8697f77153221262a4a93533396378c3b065d761,d0-h0.0-r0
X01,68,0,guarded-stable,infeasible-proposal,remote,True,accepted,False,capacity,1,0,0,0,0,0,0,0,measured,modeled,0,0.0,0,143.709,3.5,147.209,4997f6b3da621fb66e4eb4ff8697f77153221262a4a93533396378c3b065d761,72705b703c06f2df07f7341689ee5c0ce2187b438ea0b6c268a7f4cc1ba9d669,d0-h0.0-r0
X01,69,0,guarded-stable,planner-bypass,remote,True,accepted,False,authorization,1,0,0,0,0,0,0,0,measured,modeled,0,0.0,0,128.833,2.709,131.542,72705b703c06f2df07f7341689ee5c0ce2187b438ea0b6c268a7f4cc1ba9d669,d6d4c8f3b8dd7abd8b227332bf4ce0ba56e02e1e3f3c59c4b79dea540c32eb16,d0-h0.0-r0
X01,70,0,guarded-stable,stale-calibration,fallback,False,stale-metric,True,accepted,1,0,0,0,0,0,0,0,measured,modeled,0,0.0,0,122.083,3.416,125.499,d6d4c8f3b8dd7abd8b227332bf4ce0ba56e02e1e3f3c59c4b79dea540c32eb16,99376b75997b88009641ed574e1f155e19bf6451f0dc4908fb27326e7c22de19,d0-h0.0-r0
X01,71,0,guarded-stable,link-outage,remote,True,accepted,True,accepted,0,0,0,0,0,0,0,0,measured,modeled,0,0.0,0,121.459,3.209,124.668,99376b75997b88009641ed574e1f155e19bf6451f0dc4908fb27326e7c22de19,956d2d1ab66179214c3c595013f2ce8c6e333f81ce957f3554426653aea0ea4e,d0-h0.0-r0
X01,72,0,guarded-stable,none,remote,True,accepted,True,accepted,0,0,0,0,0,0,0,0,measured,modeled,0,0.0,0,131.667,3.417,135.084,956d2d1ab66179214c3c595013f2ce8c6e333f81ce957f3554426653aea0ea4e,2d5219c34ec78b2aca2cd78167534debfc5c4a66debaa6e9cf88436b5fb36b64,d0-h0.0-r0
X01,73,0,guarded-stable,stale-record,fallback,False,expired,True,accepted,1,0,0,0,0,0,0,0,measured,modeled,0,0.0,0,118.584,3.167,121.751,2d5219c34ec78b2aca2cd78167534debfc5c4a66debaa6e9cf88436b5fb36b64,4c97b4c24638a278172fa45e2147e6974408936ea4b7cc13dc97e838badf1c7b,d0-h0.0-r0
X01,74,0,guarded-stable,replay,fallback,False,replay,True,accepted,1,0,0,0,0,0,0,0,measured,modeled,0,0.0,0,116.416,3.083,119.499,4c97b4c24638a278172fa45e2147e6974408936ea4b7cc13dc97e838badf1c7b,eaf5deb41dccd4d0a6f43108f7fb055e829eab0c7b97a1e70e9b61331473e0b0,d0-h0.0-r0
X01,75,0,guarded-stable,corruption,fallback,False,signature,True,accepted,1,0,0,0,0,0,0,0,measured,modeled,0,0.0,0,120.25,3.0,123.25,eaf5deb41dccd4d0a6f43108f7fb055e829eab0c7b97a1e70e9b61331473e0b0,31920157b0f1fcbc744416ddaea28d2876b54b7969e92771c7960264e8cc7bbc,d0-h0.0-r0
X01,76,0,guarded-stable,infeasible-proposal,remote,True,accepted,False,capacity,1,0,0,0,0,0,0,0,measured,modeled,0,0.0,0,125.833,3.125,128.958,31920157b0f1fcbc744416ddaea28d2876b54b7969e92771c7960264e8cc7bbc,118e87af3636d66f7056c8c82befd8216c3a2b70c48c2fea44984c031eace048,d0-h0.0-r0
X01,77,0,guarded-stable,planner-bypass,local,True,accepted,False,authorization,1,0,0,0,0,0,0,1,measured,modeled,0,0.0,0,129.667,2.666,132.333,118e87af3636d66f7056c8c82befd8216c3a2b70c48c2fea44984c031eace048,e59eb77987baa77252c28f22c1abd1b9446a0934227045c5e5f6733437d44efe,d0-h0.0-r0
