timestamp,source_window,total_load,mean_od,p95_od,max_od,cv_od,next_total_load,relative_change
2004-03-02T06:10:00,362,1.08361073,0.00752507,0.02665127,0.06763339,1.35813908,1.06784402,-0.01455017
2004-03-02T06:50:00,370,1.05468969,0.00732423,0.02608163,0.06753521,1.38163788,1.02969224,-0.02370124
2004-03-02T07:35:00,379,1.09282607,0.00758907,0.02858297,0.07405062,1.43535166,1.11011866,0.01582373
2004-03-02T08:15:00,387,1.02521010,0.00711951,0.02605175,0.09865047,1.58046779,1.02955871,0.00424168
2004-03-02T09:00:00,396,1.06616811,0.00740395,0.02420509,0.09487848,1.55754954,0.97335162,-0.08705615
2004-03-02T09:40:00,404,1.07933451,0.00749538,0.02751936,0.10121292,1.70542349,1.04082594,-0.03567807
2004-03-02T10:20:00,412,1.01258236,0.00703182,0.02234866,0.10956176,1.78326849,1.04913934,0.03610272
2004-03-02T11:05:00,421,0.93046052,0.00646153,0.02513928,0.09698140,1.77792189,0.96302622,0.03499955
2004-03-02T11:45:00,429,0.94653689,0.00657317,0.02773375,0.08936551,1.73199004,0.89014484,-0.05957723
2004-03-02T12:30:00,438,0.95847294,0.00665606,0.02685340,0.09667096,1.75694125,0.90267670,-0.05821368
2004-03-02T13:10:00,446,0.95166565,0.00660879,0.02567302,0.08405031,1.67264179,0.96631512,0.01539350
2004-03-02T13:55:00,455,0.96868314,0.00672697,0.02299226,0.09577428,1.75789425,1.02414388,0.05725374
2004-03-02T14:35:00,463,1.09970187,0.00763682,0.02707781,0.10295707,1.68135553,1.13197260,0.02934498
2004-03-02T15:15:00,471,1.09891118,0.00763133,0.02733600,0.12405319,1.82887872,1.11661126,0.01610692
2004-03-02T16:00:00,480,1.19096245,0.00827057,0.02856246,0.11132243,1.67909151,1.14070672,-0.04219757
2004-03-02T16:40:00,488,1.24385325,0.00863787,0.03683394,0.11038890,1.60588785,1.27544002,0.02539429
2004-03-02T17:25:00,497,1.24467812,0.00864360,0.02785297,0.09595936,1.53953708,1.23394285,-0.00862494
2004-03-02T18:05:00,505,1.26852661,0.00880921,0.03408088,0.10604775,1.59640908,1.32201207,0.04216345
2004-03-02T18:50:00,514,1.28052342,0.00889252,0.03114279,0.09461927,1.45072843,1.29416640,0.01065422
2004-03-02T19:30:00,522,1.30120655,0.00903616,0.03331584,0.08017282,1.40315299,1.34785105,0.03584711
2004-03-02T20:10:00,530,1.39831123,0.00971049,0.03274387,0.12069087,1.62654745,1.32991065,-0.04891657
2004-03-02T20:55:00,539,1.25906817,0.00874353,0.02843296,0.08379986,1.41688602,1.27145910,0.00984135
2004-03-02T21:35:00,547,1.29115217,0.00896633,0.02975958,0.09351328,1.38501441,1.30763663,0.01276725
2004-03-02T22:20:00,556,1.24834916,0.00866909,0.03158633,0.09750184,1.42745540,1.21605342,-0.02587076
2004-03-02T23:00:00,564,1.21780142,0.00845695,0.02844158,0.06556948,1.28625512,1.13760791,-0.06585106
2004-03-02T23:45:00,573,1.14782053,0.00797098,0.02859787,0.05817698,1.28567442,1.10629087,-0.03618132
2004-03-03T00:25:00,581,1.07584839,0.00747117,0.02546539,0.05634671,1.25640171,1.11749419,0.03870973
2004-03-03T01:05:00,589,1.11226868,0.00772409,0.02753715,0.06758957,1.32878595,1.16791231,0.05002715
2004-03-03T01:50:00,598,0.99652281,0.00692030,0.02427604,0.06125081,1.29960515,1.01982002,0.02337849
2004-03-03T02:30:00,606,1.08032114,0.00750223,0.02414330,0.07266450,1.31918420,1.05133794,-0.02682832
2004-03-03T03:15:00,615,1.03834406,0.00721072,0.02309111,0.08072406,1.42389395,1.04218028,0.00369455
2004-03-03T03:55:00,623,1.00307275,0.00696578,0.02244078,0.06768092,1.35932854,1.05163030,0.04840880
2004-03-03T04:40:00,632,1.05095074,0.00729827,0.02421344,0.07587270,1.38556990,1.06093971,0.00950470
2004-03-03T05:20:00,640,1.00839700,0.00700276,0.02355735,0.06997234,1.39228241,0.98742515,-0.02079722
2004-03-03T06:00:00,648,0.97696486,0.00678448,0.02326537,0.06224599,1.35277902,0.93872125,-0.03914533
2004-03-03T06:45:00,657,0.96888832,0.00672839,0.02502725,0.07197417,1.48863234,0.95652677,-0.01275849
2004-03-03T07:25:00,665,0.94240970,0.00654451,0.02244656,0.06322357,1.42389484,1.00532912,0.06676440
2004-03-03T08:10:00,674,0.97010687,0.00673685,0.02513547,0.08760828,1.59399419,0.92599041,-0.04547588
2004-03-03T08:50:00,682,0.95369009,0.00662285,0.02336449,0.09516879,1.63012198,0.93845192,-0.01597811
2004-03-03T09:30:00,690,0.97071094,0.00674105,0.02295400,0.10155981,1.70793273,0.95946948,-0.01158064
2004-03-03T10:15:00,699,0.91944186,0.00638501,0.02403014,0.10375194,1.76481568,0.88031252,-0.04255771
2004-03-03T10:55:00,707,0.88792116,0.00616612,0.02219451,0.09974244,1.79094280,0.96447043,0.08621179
2004-03-03T11:40:00,716,0.92330764,0.00641186,0.02265611,0.09936823,1.82757736,0.89255011,-0.03331234
2004-03-03T12:20:00,724,0.87812957,0.00609812,0.02235006,0.09845553,1.81403572,0.89517826,0.01941478
2004-03-03T13:05:00,733,0.84339959,0.00585694,0.02303556,0.08713686,1.75672528,0.90989984,0.07884786
2004-03-03T13:45:00,741,0.96244678,0.00668366,0.02634812,0.09856992,1.72466064,0.90488843,-0.05980418
2004-03-03T14:25:00,749,0.95246881,0.00661437,0.02590509,0.09974923,1.76214560,1.02105098,0.07200464
2004-03-03T15:10:00,758,1.20497667,0.00836789,0.02541553,0.20074179,2.39204210,1.11039176,-0.07849522
2004-03-03T15:50:00,766,1.12675055,0.00782466,0.03262655,0.10125391,1.63915382,1.08562458,-0.03649962
2004-03-03T16:35:00,775,1.23813382,0.00859815,0.03004531,0.09200044,1.56733847,1.24738999,0.00747590
2004-03-03T17:15:00,783,1.21384702,0.00842949,0.02822754,0.10984629,1.65594772,1.14894135,-0.05347105
2004-03-03T18:00:00,792,1.42675268,0.00990800,0.03219644,0.14045508,1.84123444,1.41818663,-0.00600387
2004-03-03T18:40:00,800,1.27383275,0.00884606,0.03482699,0.07879075,1.41701339,1.24264841,-0.02448072
2004-03-03T19:20:00,808,1.22784051,0.00852667,0.03043979,0.07663176,1.40225701,1.26449082,0.02984940
2004-03-03T20:05:00,817,1.21773778,0.00845651,0.02792111,0.07632389,1.39381186,1.25212396,0.02823775
2004-03-03T20:45:00,825,1.28671193,0.00893550,0.03371618,0.07926094,1.42476187,1.28213787,-0.00355484
2004-03-03T21:30:00,834,1.29855095,0.00901771,0.03258981,0.08104629,1.33526921,1.25711660,-0.03190814
2004-03-03T22:10:00,842,1.34207721,0.00931998,0.03074030,0.08307445,1.38856076,1.30500946,-0.02761969
2004-03-03T22:55:00,851,1.25637961,0.00872486,0.03088448,0.06778610,1.34421810,1.26516710,0.00699430
2004-03-03T23:35:00,859,1.29213569,0.00897316,0.03417190,0.07156996,1.32187457,1.31823494,0.02019853
2004-03-04T00:15:00,867,1.21219138,0.00841800,0.02922704,0.07576773,1.41131568,1.23888607,0.02202185
2004-03-04T01:00:00,876,1.14692837,0.00796478,0.03067285,0.07081969,1.43220276,1.16966449,0.01982349
2004-03-04T01:40:00,884,1.46673156,0.01018564,0.03790029,0.27361157,2.46377297,1.54696281,0.05470071
2004-03-04T02:25:00,893,1.17239014,0.00814160,0.03004627,0.06850544,1.41653862,1.19477431,0.01909276
2004-03-04T03:05:00,901,1.15547300,0.00802412,0.03433556,0.06041273,1.37026203,1.18892187,0.02894820
2004-03-04T03:50:00,910,1.10502073,0.00767376,0.02848977,0.06268853,1.36723776,1.10404893,-0.00087944
2004-03-04T04:30:00,918,1.11225993,0.00772403,0.03027099,0.06120825,1.35166852,1.09894097,-0.01197469
2004-03-04T05:10:00,926,1.15433683,0.00801623,0.03262384,0.06400600,1.37103539,1.07585049,-0.06799258
2004-03-04T05:55:00,935,1.04053784,0.00722596,0.03005379,0.06190418,1.43448638,1.06060515,0.01928551
2004-03-04T06:35:00,943,1.10640762,0.00768339,0.03037757,0.06271620,1.40738453,1.12009183,0.01236815
2004-03-04T07:20:00,952,1.06569662,0.00740067,0.02559339,0.05823723,1.34181719,1.06502892,-0.00062654
2004-03-04T08:00:00,960,1.06078977,0.00736660,0.02854162,0.06904016,1.48373063,1.04649162,-0.01347878
2004-03-04T08:45:00,969,1.09118771,0.00757769,0.02678149,0.08330939,1.48266413,1.02910267,-0.05689675
2004-03-04T09:25:00,977,1.06162953,0.00737243,0.02787635,0.08523115,1.51991050,1.10942376,0.04501968
2004-03-04T10:05:00,985,1.05264998,0.00731007,0.02570697,0.09393318,1.62401228,1.08606559,0.03174427
2004-03-04T10:50:00,994,1.01817798,0.00707068,0.02553028,0.09247395,1.70754259,1.00535254,-0.01259646
2004-03-04T11:30:00,1002,1.02018395,0.00708461,0.02772605,0.09530982,1.72906396,0.98476475,-0.03471844
2004-03-04T12:15:00,1011,0.99728728,0.00692561,0.02645924,0.11082604,1.84844500,0.98283416,-0.01449244
2004-03-04T12:55:00,1019,0.96942492,0.00673212,0.02500492,0.10507346,1.85872103,1.01718837,0.04926989
2004-03-04T13:40:00,1028,1.05576810,0.00733172,0.02859140,0.10722575,1.82556875,1.01492611,-0.03868463
2004-03-04T14:20:00,1036,1.06150803,0.00737158,0.02423147,0.10334831,1.81060903,1.05673237,-0.00449894
2004-03-04T15:00:00,1044,1.15322820,0.00800853,0.02735265,0.11349647,1.78912639,1.13653772,-0.01447284
2004-03-04T15:45:00,1053,1.23293160,0.00856202,0.03270123,0.11984378,1.68955682,1.17247854,-0.04903196
2004-03-04T16:25:00,1061,1.24856084,0.00867056,0.03123047,0.10634521,1.51889188,1.27452811,0.02079776
2004-03-04T17:10:00,1070,1.30915239,0.00909134,0.03699343,0.09616879,1.50589772,1.32847070,0.01475635
2004-03-04T17:50:00,1078,1.25775687,0.00873442,0.03065486,0.09561337,1.45523913,1.26559932,0.00623527
2004-03-04T18:35:00,1087,1.34715484,0.00935524,0.03249812,0.08767852,1.42518743,1.41285290,0.04876801
2004-03-04T19:15:00,1095,1.33931536,0.00930080,0.03398295,0.10417389,1.49196150,1.33578652,-0.00263481
2004-03-04T19:55:00,1103,1.34851495,0.00936469,0.03612970,0.07777785,1.40163936,1.37901563,0.02261797
2004-03-04T20:40:00,1112,1.37501733,0.00954873,0.03453276,0.08249895,1.36973474,1.33103128,-0.03198945
2004-03-04T21:20:00,1120,1.30642437,0.00907239,0.02713616,0.07755930,1.38316448,1.32535068,0.01448711
2004-03-04T22:05:00,1129,1.28175290,0.00890106,0.02700374,0.07115521,1.27181277,1.28078921,-0.00075185
2004-03-04T22:45:00,1137,1.32081111,0.00917230,0.02904241,0.07417303,1.29557448,1.26795964,-0.04001440
2004-03-04T23:30:00,1146,1.25099160,0.00868744,0.02745481,0.06730938,1.29728140,1.20745973,-0.03479789
2004-03-05T00:10:00,1154,1.15223100,0.00800160,0.02988036,0.06796093,1.31902622,1.16118025,0.00776689
2004-03-05T00:50:00,1162,1.13603413,0.00788913,0.02978278,0.06034881,1.33693997,1.10726279,-0.02532612
2004-03-05T01:35:00,1171,1.17820662,0.00818199,0.03161243,0.06753253,1.39202597,1.17411111,-0.00347605
2004-03-05T02:15:00,1179,1.12669756,0.00782429,0.02790655,0.07761117,1.49123290,1.14586666,0.01701353
2004-03-05T03:00:00,1188,1.11296066,0.00772889,0.02807932,0.06689331,1.38096337,1.07712785,-0.03219594
2004-03-05T03:40:00,1196,1.11165720,0.00771984,0.03241402,0.06771842,1.40786857,1.11717066,0.00495968
2004-03-05T04:25:00,1205,1.11364383,0.00773364,0.03039419,0.07382209,1.45897529,1.11625671,0.00234624
2004-03-05T05:05:00,1213,1.02089726,0.00708956,0.02630418,0.06449462,1.43886421,1.08294297,0.06077566
2004-03-05T05:45:00,1221,1.05702908,0.00734048,0.02770398,0.07321057,1.48167937,0.99951309,-0.05441288
2004-03-05T06:30:00,1230,1.03641129,0.00719730,0.02809584,0.07132411,1.42742033,1.04807093,0.01125002
2004-03-05T07:10:00,1238,1.02712604,0.00713282,0.02816036,0.06518132,1.43160593,0.98455482,-0.04144693
2004-03-05T07:55:00,1247,0.96216474,0.00668170,0.02847646,0.07386521,1.52415318,1.00032322,0.03965899
2004-03-05T08:35:00,1255,1.01655234,0.00705939,0.02637701,0.09432640,1.59892742,1.05192009,0.03479187
2004-03-05T09:20:00,1264,0.93311141,0.00647994,0.02221745,0.09824851,1.70244021,0.97186216,0.04152853
2004-03-05T10:00:00,1272,1.01573595,0.00705372,0.02912613,0.10669110,1.70178244,0.95950823,-0.05535663
2004-03-05T10:40:00,1280,1.00315367,0.00696634,0.03024969,0.11781637,1.89927015,0.97712044,-0.02595139
2004-03-05T11:25:00,1289,0.86009524,0.00597288,0.02425260,0.10674883,1.92251039,0.90629163,0.05371078
2004-03-05T12:05:00,1297,0.85803456,0.00595857,0.02291058,0.09100662,1.80678651,0.90136617,0.05050100
2004-03-05T12:50:00,1306,0.80804322,0.00561141,0.02529172,0.08195555,1.77913970,0.80420103,-0.00475493
2004-03-05T13:30:00,1314,0.90531271,0.00628689,0.02795539,0.09126471,1.81529700,0.94970957,0.04904036
2004-03-05T14:15:00,1323,0.96961138,0.00673341,0.03049136,0.11190845,1.86526336,0.97948181,0.01017978
2004-03-05T14:55:00,1331,1.02255985,0.00710111,0.03405237,0.10617213,1.81038383,1.07406080,0.05036474
2004-03-05T15:35:00,1339,1.16138431,0.00806517,0.03556154,0.10776739,1.69907204,1.19362276,0.02775864
2004-03-05T16:20:00,1348,1.17649095,0.00817008,0.03539847,0.09962451,1.66000493,1.21671557,0.03419033
2004-03-05T17:00:00,1356,1.26132541,0.00875920,0.03340265,0.10912852,1.67466798,1.19081462,-0.05590214
2004-03-05T17:45:00,1365,1.18943458,0.00825996,0.03079225,0.08846254,1.49383200,1.13680178,-0.04425027
2004-03-05T18:25:00,1373,1.19808480,0.00832003,0.03288896,0.09017128,1.45121380,1.22353260,0.02124040
2004-03-05T19:05:00,1381,1.21242446,0.00841961,0.02975440,0.07696523,1.44254242,1.25667202,0.03649510
2004-03-05T19:50:00,1390,1.25094947,0.00868715,0.02921955,0.09340460,1.44717087,1.21349724,-0.02993904
2004-03-05T20:30:00,1398,1.18632112,0.00823834,0.03006559,0.07631570,1.33009274,1.18936184,0.00256316
2004-03-05T21:15:00,1407,1.11574345,0.00774822,0.02464072,0.08036078,1.46999261,1.13791062,0.01986762
2004-03-05T21:55:00,1415,1.05340705,0.00731533,0.02384211,0.08429239,1.51055083,1.08508334,0.03007032
2004-03-05T22:40:00,1424,1.06378257,0.00738738,0.02443356,0.07553548,1.45782699,0.99678944,-0.06297634
2004-03-05T23:20:00,1432,0.93862769,0.00651825,0.02261663,0.05811351,1.38278853,0.96897157,0.03232792
2004-03-06T00:00:00,1440,0.97651515,0.00678136,0.02618396,0.05401717,1.32658669,0.93992989,-0.03746512
2004-03-06T00:45:00,1449,0.89427031,0.00621021,0.02219163,0.05419422,1.42780846,0.85503986,-0.04386866
2004-03-06T01:25:00,1457,0.93584359,0.00649891,0.02630518,0.05952958,1.46867712,0.91916118,-0.01782607
2004-03-06T02:10:00,1466,0.88591164,0.00615216,0.01963005,0.05980160,1.44232962,0.83836546,-0.05366921
2004-03-06T02:50:00,1474,0.84916939,0.00589701,0.01836972,0.06904516,1.54874676,0.81019392,-0.04589835
2004-03-06T03:35:00,1483,0.80205560,0.00556983,0.02045157,0.05725398,1.46689351,0.85797762,0.06972337
2004-03-06T04:15:00,1491,0.81694235,0.00567321,0.02001111,0.07492884,1.61759454,0.79928590,-0.02161285
2004-03-06T04:55:00,1499,0.74294419,0.00515933,0.01765558,0.04887434,1.49236362,0.81867618,0.10193497
2004-03-06T05:40:00,1508,0.81339850,0.00564860,0.01921756,0.05250227,1.50828231,0.78332160,-0.03697682
2004-03-06T06:20:00,1516,0.73264180,0.00508779,0.01950163,0.04813568,1.46183413,0.76471959,0.04378373
2004-03-06T07:05:00,1525,0.74509365,0.00517426,0.01730607,0.04998168,1.43649649,0.75470218,0.01289574
2004-03-06T07:45:00,1533,0.73853483,0.00512871,0.01766625,0.04782985,1.47225330,0.74291849,0.00593561
2004-03-06T08:30:00,1542,0.80752195,0.00560779,0.02005530,0.06124706,1.53258962,0.79836587,-0.01133849
2004-03-06T09:10:00,1550,0.74723213,0.00518911,0.01948826,0.05893469,1.55354198,0.74062353,-0.00884410
2004-03-06T09:50:00,1558,0.69053125,0.00479536,0.01778281,0.05678328,1.57413613,0.69208130,0.00224473
2004-03-06T10:35:00,1567,0.71857219,0.00499008,0.01886742,0.06270920,1.61393247,0.76641966,0.06658687
2004-03-06T11:15:00,1575,0.69135723,0.00480109,0.01717274,0.07930089,1.85030788,0.66047891,-0.04466333
2004-03-06T12:00:00,1584,0.69909251,0.00485481,0.02012707,0.05740430,1.66397287,0.66912336,-0.04286865
2004-03-06T12:40:00,1592,0.71956482,0.00499698,0.01754868,0.06907456,1.92904493,0.67947919,-0.05570815
2004-03-06T13:25:00,1601,0.70351027,0.00488549,0.01847422,0.06782629,1.79615256,0.72004711,0.02350618
2004-03-06T14:05:00,1609,0.65642205,0.00455849,0.01875457,0.06564168,1.76990958,0.72732875,0.10801999
2004-03-06T14:45:00,1617,0.73499095,0.00510410,0.02053423,0.06686945,1.70961386,0.71293608,-0.03000700
2004-03-06T15:30:00,1626,0.72042875,0.00500298,0.02067412,0.06055592,1.60055264,0.68976711,-0.04256026
2004-03-06T16:10:00,1634,0.75923014,0.00527243,0.01931744,0.06817939,1.73088682,0.71759926,-0.05483303
2004-03-06T16:55:00,1643,0.69572929,0.00483145,0.01757665,0.05271661,1.58325603,0.72941580,0.04841898
2004-03-06T17:35:00,1651,0.76091951,0.00528416,0.02006509,0.05521436,1.55372779,0.78967493,0.03779036
2004-03-06T18:20:00,1660,0.69464911,0.00482395,0.01810284,0.05657144,1.57780497,0.73994608,0.06520842
2004-03-06T19:00:00,1668,0.80021337,0.00555704,0.02044664,0.05654193,1.48752331,0.75153043,-0.06083744
2004-03-06T19:40:00,1676,0.87023523,0.00604330,0.02190534,0.06850201,1.54999415,0.84650783,-0.02726550
2004-03-06T20:25:00,1685,0.82730164,0.00574515,0.02080960,0.06330675,1.48976308,0.84668219,0.02342622
2004-03-06T21:05:00,1693,0.78974834,0.00548436,0.02019105,0.05113340,1.45599721,0.84576379,0.07092823
2004-03-06T21:50:00,1702,0.81537923,0.00566236,0.02107681,0.06829161,1.54868445,0.82836911,0.01593109
2004-03-06T22:30:00,1710,0.87759002,0.00609438,0.02287472,0.06970646,1.45973331,0.80678544,-0.08068070
2004-03-06T23:15:00,1719,0.72267398,0.00501857,0.01781169,0.06686777,1.61016239,0.72950374,0.00945068
2004-03-06T23:55:00,1727,0.70168097,0.00487278,0.01679003,0.05477978,1.49470638,0.72890210,0.03879418
2004-03-07T00:35:00,1735,0.78421317,0.00544592,0.01764784,0.06342946,1.47671000,0.78406700,-0.00018639
2004-03-07T01:20:00,1744,0.77382743,0.00537380,0.01771252,0.06957052,1.55280522,0.79311849,0.02492940
2004-03-07T02:00:00,1752,0.78533253,0.00545370,0.01771391,0.05733707,1.40752659,0.76157481,-0.03025179
2004-03-07T02:45:00,1761,0.84017635,0.00583456,0.02553969,0.06329674,1.48760951,0.78957593,-0.06022595
2004-03-07T03:25:00,1769,0.76365585,0.00530317,0.01831234,0.08623438,1.76733673,0.79632632,0.04278166
2004-03-07T04:10:00,1778,0.85055119,0.00590661,0.01984903,0.08837874,1.67228126,0.78806589,-0.07346448
2004-03-07T04:50:00,1786,0.78483747,0.00545026,0.01825387,0.07537879,1.68464973,0.73835627,-0.05922399
2004-03-07T05:30:00,1794,0.77753189,0.00539953,0.01819853,0.07815825,1.64462606,0.74435284,-0.04267226
2004-03-07T06:15:00,1803,0.71546181,0.00496848,0.01810702,0.07935885,1.77120397,0.69687440,-0.02597960
2004-03-07T06:55:00,1811,0.70866842,0.00492131,0.01772416,0.07040701,1.69156288,0.76687368,0.08213328
2004-03-07T07:40:00,1820,0.79163102,0.00549744,0.01936583,0.06799926,1.58198911,0.75124191,-0.05102012
2004-03-07T08:20:00,1828,0.74911487,0.00520219,0.01780345,0.07487464,1.66833943,0.77989208,0.04108477
2004-03-07T09:05:00,1837,0.74135674,0.00514831,0.01739083,0.06745444,1.58116822,0.77379379,0.04375364
2004-03-07T09:45:00,1845,0.79540620,0.00552365,0.01949206,0.07134337,1.59465124,0.78172830,-0.01719611
2004-03-07T10:25:00,1853,0.75259725,0.00522637,0.01860213,0.07527285,1.68735149,0.77935822,0.03555815
2004-03-07T11:10:00,1862,0.74785850,0.00519346,0.01787489,0.06799536,1.59536852,0.67323719,-0.09977999
2004-03-07T11:50:00,1870,0.66177330,0.00459565,0.01568185,0.06665122,1.66587053,0.65443703,-0.01108578
2004-03-07T12:35:00,1879,0.69731750,0.00484248,0.01987480,0.07075570,1.74179165,0.69435348,-0.00425061
2004-03-07T13:15:00,1887,0.73638019,0.00511375,0.01969126,0.08257215,1.83069869,0.72657034,-0.01332171
2004-03-07T14:00:00,1896,0.70837886,0.00491930,0.01884265,0.06556690,1.66674585,0.68231674,-0.03679122
2004-03-07T14:40:00,1904,0.71591531,0.00497163,0.01892077,0.05928156,1.60681186,0.74640632,0.04259025
2004-03-07T15:20:00,1912,0.69555406,0.00483024,0.01866195,0.05949960,1.65860051,0.69892209,0.00484223
2004-03-07T16:05:00,1921,0.66116629,0.00459143,0.01893556,0.05868352,1.68788942,0.70112167,0.06043167
2004-03-07T16:45:00,1929,0.78016565,0.00541782,0.02202182,0.06229129,1.59216157,0.74453136,-0.04567529
2004-03-07T17:30:00,1938,0.76835033,0.00533577,0.02052165,0.05232607,1.47850974,0.80574357,0.04866691
2004-03-07T18:10:00,1946,0.77727743,0.00539776,0.01973867,0.05838039,1.49709299,0.79937367,0.02842773
2004-03-07T18:55:00,1955,0.80061352,0.00555982,0.02146381,0.05476000,1.47754432,0.79484361,-0.00720686
2004-03-07T19:35:00,1963,0.84092497,0.00583976,0.01983361,0.05676622,1.46299088,0.85356979,0.01503680
2004-03-07T20:15:00,1971,0.85784820,0.00595728,0.02175545,0.06569992,1.48157811,0.83536637,-0.02620724
2004-03-07T21:00:00,1980,0.90919317,0.00631384,0.02092153,0.05780942,1.40246899,0.85479372,-0.05983267
2004-03-07T21:40:00,1988,0.91874921,0.00638020,0.02227552,0.06789036,1.47535130,0.90804532,-0.01165051
2004-03-07T22:25:00,1997,0.91443205,0.00635022,0.02105710,0.07026990,1.50629252,0.93088226,0.01798954
2004-03-07T23:05:00,2005,0.83101982,0.00577097,0.02345969,0.04803872,1.43997731,0.84971676,0.02249878
